#;Company;Symbol;Weight;Price;Chg;% Chg;Date
320;Archer Daniels Midland Company;ADM;0.05%;47.85;0.27;(0.57%);2025-05-03
321;United Airlines Holdings, Inc.;UAL;0.05%;74.07;4.91;(7.10%);2025-05-03
322;Verisign Inc;VRSN;0.05%;284.09;4.39;(1.57%);2025-05-03
323;Church & Dwight Co., Inc.;CHD;0.05%;92.94;0.56;(0.61%);2025-05-03
324;Corpay, Inc.;CPAY;0.05%;330.33;7.68;(2.38%);2025-05-03
325;Kellanova;K;0.05%;82.88;0.08;(0.10%);2025-05-03
326;Mettler-Toledo International;MTD;0.05%;1,100.01;43.43;(4.11%);2025-05-03
327;Firstenergy Corp.;FE;0.05%;43.09;0.34;(0.80%);2025-05-03
328;Steris Plc;STE;0.05%;224.81;2.57;(1.16%);2025-05-03
329;Cms Energy Corporation;CMS;0.05%;72.91;-0.06;(-0.08%);2025-05-03
330;Cincinnati Financial Corp;CINF;0.05%;143.58;3.74;(2.67%);2025-05-03
331;Expand Energy Corporation;EXE;0.05%;105.88;2.45;(2.37%);2025-05-03
332;Teledyne Technologies Incorporated;TDY;0.05%;478.83;12.57;(2.70%);2025-05-03
333;Eversource Energy;ES;0.05%;58.83;-0.25;(-0.42%);2025-05-03
334;Cdw Corporation;CDW;0.05%;166.83;4.43;(2.73%);2025-05-03
335;Hewlett Packard Enterprise Company;HPE;0.05%;16.86;0.45;(2.74%);2025-05-03
336;W.R. Berkley Corporation;WRB;0.05%;72.61;1.43;(2.01%);2025-05-03
337;Dow Inc.;DOW;0.04%;30.42;-0.11;(-0.36%);2025-05-03
338;Huntington Bancshares Inc;HBAN;0.04%;15.08;0.46;(3.15%);2025-05-03
339;Edison International;EIX;0.04%;54.88;0.32;(0.59%);2025-05-03
340;Nvr, Inc.;NVR;0.04%;7,124.00;89.11;(1.27%);2025-05-03
341;Amcor Plcs;AMCR;0.04%;9.32;0.24;(2.64%);2025-05-03
342;Live Nation Entertainment Inc.;LYV;0.04%;133.77;2.43;(1.85%);2025-05-03
343;Pultegroup, Inc.;PHM;0.04%;104.46;2.57;(2.52%);2025-05-03
344;Devon Energy Corporation;DVN;0.04%;31.44;0.28;(0.90%);2025-05-03
345;Synchrony Financial;SYF;0.04%;54.18;1.87;(3.57%);2025-05-03
346;Waters Corp;WAT;0.04%;350.45;8.62;(2.52%);2025-05-03
347;Zimmer Biomet Holdings, Inc.;ZBH;0.04%;102.38;0.56;(0.55%);2025-05-03
348;Labcorp Holdings Inc.;LH;0.04%;247.66;6.38;(2.64%);2025-05-03
349;Smurfit Westrock Plc;SW;0.04%;41.28;0.81;(2.00%);2025-05-03
350;Invitation Homes Inc.;INVH;0.04%;35.47;0.36;(1.03%);2025-05-03
351;International Flavors & Fragrances Inc.;IFF;0.04%;79.06;1.21;(1.55%);2025-05-03
352;Dollar General Corp.;DG;0.04%;90.30;-0.25;(-0.28%);2025-05-03
353;Quest Diagnostics Inc.;DGX;0.04%;177.95;0.63;(0.36%);2025-05-03
354;T Rowe Price Group Inc;TROW;0.04%;91.65;3.53;(4.01%);2025-05-03
355;Expedia Group, Inc.;EXPE;0.04%;161.79;3.83;(2.42%);2025-05-03
356;Carnival Corporation;CCL;0.04%;19.57;0.94;(5.05%);2025-05-03
357;Leidos Holdings, Inc.;LDOS;0.04%;148.79;2.18;(1.49%);2025-05-03
358;Williams-Sonoma, Inc.;WSM;0.04%;160.56;4.74;(3.04%);2025-05-03
359;Seagate Technology Holdings Plcs;STX;0.04%;93.07;3.06;(3.40%);2025-05-03
360;Global Payments, Inc.;GPN;0.04%;78.85;2.27;(2.96%);2025-05-03
361;Mccormick & Company, Incorporated Non-Vtg Cs;MKC;0.04%;76.02;0.91;(1.21%);2025-05-03
362;Mid-America Apartment Communities, Inc.;MAA;0.04%;167.77;5.70;(3.52%);2025-05-03
363;Warner Bros. Discovery, Inc. Series a;WBD;0.04%;8.54;0.11;(1.30%);2025-05-03
364;Ptc, Inc;PTC;0.04%;160.09;3.75;(2.40%);2025-05-03
365;Weyerhaeuser Company;WY;0.04%;26.16;0.34;(1.32%);2025-05-03
366;Regions Financial Corp.;RF;0.04%;21.05;0.54;(2.63%);2025-05-03
367;Northern Trust Corp;NTRS;0.04%;97.52;2.58;(2.72%);2025-05-03
368;Steel Dynamics Inc;STLD;0.04%;134.94;4.65;(3.56%);2025-05-03
369;Hubbell Incorporated;HUBB;0.04%;355.91;12.79;(3.73%);2025-05-03
370;Coterra Energy Inc.;CTRA;0.04%;25.67;0.78;(3.13%);2025-05-03
371;Essex Property Trust, Inc;ESS;0.04%;292.82;8.35;(2.94%);2025-05-03
372;Netapp, Inc;NTAP;0.04%;92.33;2.60;(2.90%);2025-05-03
373;Ulta Beauty, Inc.;ULTA;0.04%;395.81;2.88;(0.73%);2025-05-03
374;Nisource Inc.;NI;0.04%;39.30;0.34;(0.87%);2025-05-03
375;Lennox International Inc.;LII;0.04%;561.51;4.49;(0.81%);2025-05-03
376;Biogen Inc.;BIIB;0.04%;123.53;2.60;(2.15%);2025-05-03
377;Insulet Corporation;PODD;0.04%;257.01;6.76;(2.70%);2025-05-03
378;Molina Healthcare, Inc.;MOH;0.04%;318.04;5.00;(1.60%);2025-05-03
379;Halliburton Company;HAL;0.04%;20.60;0.67;(3.36%);2025-05-03
380;Tyson Foods, Inc.;TSN;0.04%;60.79;0.18;(0.30%);2025-05-03
381;Clorox Company;CLX;0.04%;139.08;0.54;(0.39%);2025-05-03
382;Southwest Airlines Co.;LUV;0.04%;29.85;1.27;(4.44%);2025-05-03
383;Deckers Outdoor Corp;DECK;0.04%;116.94;5.81;(5.23%);2025-05-03
384;On Semiconductor Corp;ON;0.04%;41.91;2.31;(5.83%);2025-05-03
385;Domino's Pizza Inc.;DPZ;0.03%;484.61;3.22;(0.67%);2025-05-03
386;Super Micro Computer, Inc.;SMCI;0.03%;33.71;0.98;(2.99%);2025-05-03
387;Dollar Tree Inc.;DLTR;0.03%;84.29;3.02;(3.72%);2025-05-03
388;Snap-on Incorporated;SNA;0.03%;316.95;5.24;(1.68%);2025-05-03
389;Packaging Corp of America;PKG;0.03%;187.42;4.05;(2.21%);2025-05-03
390;Factset Research Systems;FDS;0.03%;434.56;4.67;(1.09%);2025-05-03
391;Citizens Financial Group, Inc.;CFG;0.03%;38.65;1.36;(3.65%);2025-05-03
392;Genuine Parts Company;GPC;0.03%;120.29;3.29;(2.81%);2025-05-03
393;Jabil Inc.;JBL;0.03%;150.36;2.78;(1.88%);2025-05-03
394;The Cooper Companies, Inc.;COO;0.03%;82.30;1.16;(1.43%);2025-05-03
395;Rollins, Inc.;ROL;0.03%;56.67;0.60;(1.07%);2025-05-03
396;Baxter International Inc.;BAX;0.03%;30.71;0.04;(0.13%);2025-05-03
397;Evergy, Inc.;EVRG;0.03%;69.25;0.82;(1.20%);2025-05-03
398;Principal Financial Group, Inc.;PFG;0.03%;76.83;2.76;(3.73%);2025-05-03
399;Alliant Energy Corporation;LNT;0.03%;61.17;0.62;(1.02%);2025-05-03
400;Expeditors International of Washington, Inc.;EXPD;0.03%;112.59;2.98;(2.72%);2025-05-03
401;F5, Inc.;FFIV;0.03%;268.81;3.04;(1.14%);2025-05-03
402;Ball Corporation;BALL;0.03%;51.66;0.44;(0.86%);2025-05-03
403;Loews Corporation;L;0.03%;88.11;1.80;(2.09%);2025-05-03
404;West Pharmaceutical Services, Inc.;WST;0.03%;211.29;1.03;(0.49%);2025-05-03
405;Trimble Inc.;TRMB;0.03%;64.59;2.05;(3.28%);2025-05-03
406;Jacobs Solutions Inc.;J;0.03%;126.68;2.38;(1.91%);2025-05-03
407;Western Digital Corp.;WDC;0.03%;44.69;0.74;(1.68%);2025-05-03
408;Lyondellbasell Industries N.v. Class A;LYB;0.03%;58.38;0.07;(0.12%);2025-05-03
409;Pentair Plc;PNR;0.03%;93.29;2.55;(2.81%);2025-05-03
410;Keycorp;KEY;0.03%;15.49;0.50;(3.34%);2025-05-03
411;Omnicom Group Inc.;OMC;0.03%;77.07;1.32;(1.74%);2025-05-03
412;Tapestry, Inc.;TPR;0.03%;72.76;2.27;(3.22%);2025-05-03
413;Everest Group, Ltd.;EG;0.03%;348.39;11.01;(3.26%);2025-05-03
414;Kimco Realty Corp.;KIM;0.03%;21.12;0.17;(0.81%);2025-05-03
415;Gen Digital Inc.;GEN;0.03%;25.93;0.33;(1.29%);2025-05-03
416;Cf Industries Holding, Inc.;CF;0.03%;80.60;0.98;(1.23%);2025-05-03
417;The Estee Lauder Companies Inc. Class A;EL;0.03%;59.39;0.50;(0.85%);2025-05-03
418;Avery Dennison Corp.;AVY;0.03%;171.42;2.01;(1.19%);2025-05-03
419;First Solar, Inc.;FSLR;0.03%;130.54;3.97;(3.14%);2025-05-03
420;Idex Corporation;IEX;0.03%;181.45;6.20;(3.54%);2025-05-03
421;Best Buy Company, Inc.;BBY;0.03%;68.07;1.03;(1.54%);2025-05-03
422;Aptiv Plc;APTV;0.03%;58.97;2.01;(3.53%);2025-05-03
423;Builders Firstsource, Inc.;BLDR;0.03%;114.13;2.20;(1.97%);2025-05-03
424;Hologic Inc;HOLX;0.03%;54.16;-3.12;(-5.45%);2025-05-03
425;Zebra Technologies Corporation;ZBRA;0.03%;255.95;6.31;(2.53%);2025-05-03
426;Textron, Inc.;TXT;0.03%;71.02;0.75;(1.07%);2025-05-03
427;Udr, Inc.;UDR;0.03%;43.81;1.21;(2.84%);2025-05-03
428;Masco Corporation;MAS;0.03%;62.27;1.97;(3.27%);2025-05-03
429;Henry (Jack) & Associates;JKHY;0.03%;174.15;0.26;(0.15%);2025-05-03
430;Las Vegas Sands Corp.;LVS;0.03%;38.07;1.26;(3.42%);2025-05-03
431;Healthpeak Properties, Inc.;DOC;0.03%;17.81;0.03;(0.17%);2025-05-03
432;Align Technology Inc;ALGN;0.03%;179.82;3.08;(1.74%);2025-05-03
433;Camden Property Trust;CPT;0.03%;120.87;6.04;(5.26%);2025-05-03
434;Akamai Technologies Inc;AKAM;0.03%;82.54;1.43;(1.76%);2025-05-03
435;The J.M. Smucker Company;SJM;0.03%;114.76;0.99;(0.87%);2025-05-03
436;Allegion Public Limited Company;ALLE;0.03%;140.93;2.24;(1.62%);2025-05-03
437;Teradyne, Inc.;TER;0.03%;75.88;2.10;(2.85%);2025-05-03
438;Juniper Networks Inc;JNPR;0.03%;36.63;0.28;(0.77%);2025-05-03
439;Regency Centers Corporation;REG;0.02%;73.03;0.61;(0.84%);2025-05-03
440;Conagra Brands, Inc.;CAG;0.02%;23.86;-0.32;(-1.32%);2025-05-03
441;Revvity, Inc.;RVTY;0.02%;93.99;1.09;(1.17%);2025-05-03
442;Alexandria Real Estate Equities, Inc.;ARE;0.02%;74.47;1.05;(1.43%);2025-05-03
443;Pool Corporation;POOL;0.02%;306.69;10.34;(3.49%);2025-05-03
444;Tko Group Holdings, Inc.;TKO;0.02%;166.43;3.27;(2.00%);2025-05-03
445;Fox Corporation Class A;FOXA;0.02%;49.47;0.25;(0.51%);2025-05-03
446;Paycom Software, Inc.;PAYC;0.02%;227.37;0.27;(0.12%);2025-05-03
447;Pinnacle West Capital Corporation;PNW;0.02%;94.32;0.91;(0.97%);2025-05-03
448;C.H. Robinson Worldwide, Inc.;CHRW;0.02%;90.83;0.55;(0.61%);2025-05-03
449;Bunge Global Sa;BG;0.02%;79.21;0.73;(0.93%);2025-05-03
450;Skyworks Solutions Inc;SWKS;0.02%;66.06;0.83;(1.27%);2025-05-03
451;Nordson Corp;NDSN;0.02%;192.84;2.48;(1.30%);2025-05-03
452;Jb Hunt Transport Services Inc;JBHT;0.02%;133.57;3.77;(2.90%);2025-05-03
453;News Corporation Class A;NWSA;0.02%;27.58;0.52;(1.92%);2025-05-03
454;Universal Health Services, Inc. Class B;UHS;0.02%;178.74;4.11;(2.35%);2025-05-03
455;Host Hotels & Resorts, Inc.;HST;0.02%;14.79;0.26;(1.79%);2025-05-03
456;Carmax Inc.;KMX;0.02%;66.71;1.19;(1.82%);2025-05-03
457;Viatris Inc.;VTRS;0.02%;8.65;0.18;(2.13%);2025-05-03
458;Incyte Genomics Inc;INCY;0.02%;62.53;0.50;(0.81%);2025-05-03
459;Lkq Corporation;LKQ;0.02%;39.34;1.21;(3.17%);2025-05-03
460;Globe Life Inc.;GL;0.02%;121.83;4.11;(3.49%);2025-05-03
461;Molson Coors Beverage Company Class B;TAP;0.02%;57.56;0.31;(0.54%);2025-05-03
462;Assurant, Inc.;AIZ;0.02%;197.02;5.39;(2.81%);2025-05-03
463;The Mosaic Company;MOS;0.02%;30.51;0.04;(0.13%);2025-05-03
464;Bxp, Inc.;BXP;0.02%;65.05;0.77;(1.20%);2025-05-03
465;The Interpublic Group of Companies, Inc.;IPG;0.02%;25.38;0.43;(1.72%);2025-05-03
466;Dayforce, Inc.;DAY;0.02%;58.85;0.23;(0.39%);2025-05-03
467;Moderna, Inc.;MRNA;0.02%;27.61;0.58;(2.15%);2025-05-03
468;Stanley Black & Decker, Inc.;SWK;0.02%;61.39;2.45;(4.16%);2025-05-03
469;Solventum Corporation;SOLV;0.02%;67.62;2.00;(3.05%);2025-05-03
470;Ralph Lauren Corporation;RL;0.02%;232.63;8.12;(3.62%);2025-05-03
471;Epam Systems, Inc.;EPAM;0.02%;160.36;1.90;(1.20%);2025-05-03
472;Huntington Ingalls Industries, Inc.;HII;0.02%;230.02;2.54;(1.12%);2025-05-03
473;Eastman Chemical Company;EMN;0.02%;77.92;1.70;(2.23%);2025-05-03
474;Erie Indemnity Co;ERIE;0.02%;364.31;13.18;(3.75%);2025-05-03
475;Hormel Foods Corporation;HRL;0.02%;29.31;-0.08;(-0.27%);2025-05-03
476;Marketaxess Holdings Inc.;MKTX;0.02%;225.68;1.71;(0.76%);2025-05-03
477;Henry Schein Inc;HSIC;0.02%;65.30;0.84;(1.30%);2025-05-03
478;A.O. Smith Corporation;AOS;0.02%;68.45;1.04;(1.54%);2025-05-03
479;Hasbro, Inc.;HAS;0.02%;61.75;1.04;(1.71%);2025-05-03
480;Walgreens Boots Alliance, Inc;WBA;0.02%;10.98;0.05;(0.46%);2025-05-03
481;Bio-Techne Corp.;TECH;0.02%;50.49;0.86;(1.73%);2025-05-03
482;Match Group, Inc;MTCH;0.02%;30.69;0.28;(0.92%);2025-05-03
483;Lamb Weston Holdings, Inc.;LW;0.02%;51.50;-0.61;(-1.17%);2025-05-03
484;Federal Realty Investment Trust;FRT;0.02%;96.52;1.26;(1.32%);2025-05-03
485;Norwegian Cruise Line Holdings Ltd.s;NCLH;0.02%;17.37;1.11;(6.83%);2025-05-03
486;Wynn Resorts Ltd;WYNN;0.02%;82.49;2.45;(3.06%);2025-05-03
487;Aes Corporation;AES;0.01%;10.18;0.23;(2.31%);2025-05-03
488;The Campbell's Company;CPB;0.01%;35.86;-0.03;(-0.08%);2025-05-03
489;Albemarle Corporation;ALB;0.01%;60.30;0.98;(1.65%);2025-05-03
490;Mgm Resorts International;MGM;0.01%;31.97;1.11;(3.60%);2025-05-03
491;Paramount Global Class B;PARA;0.01%;11.43;-0.22;(-1.89%);2025-05-03
492;Generac Holdings Inc;GNRC;0.01%;114.56;1.89;(1.68%);2025-05-03
493;Invesco Ltd;IVZ;0.01%;14.41;0.49;(3.52%);2025-05-03
494;Brown-Forman Corporation Class B;BF.B;0.01%;34.50;0.34;(1.00%);2025-05-03
495;Davita Inc.;DVA;0.01%;141.13;0.69;(0.49%);2025-05-03
496;Fox Corporation Class B;FOX;0.01%;46.17;0.30;(0.65%);2025-05-03
497;Apa Corporation;APA;0.01%;16.46;0.24;(1.48%);2025-05-03
498;Charles River Laboratories International, Inc.;CRL;0.01%;118.46;1.57;(1.34%);2025-05-03
499;Enphase Energy, Inc.;ENPH;0.01%;45.56;1.01;(2.27%);2025-05-03
500;Franklin Resources, Inc.;BEN;0.01%;20.06;1.32;(7.04%);2025-05-03
501;Caesars Entertainment, Inc.;CZR;0.01%;27.80;0.60;(2.21%);2025-05-03
502;Mohawk Industries, Inc.;MHK;0.01%;104.69;-1.76;(-1.65%);2025-05-03
503;News Corporation Class B;NWS;0.01%;31.90;0.63;(2.01%);2025-05-03
